pokemon_number,pokemon_name_ch,pokemon_name_jp,pokemon_name_en,pokemon_types,pokemon_abilitys,pokemon_status
122,魔牆人偶,バリヤード,Mr. Mime,"['超能力', '妖精']","{'普特': ['隔音', '過濾'], '夢特': '技術高手'}","{'HP': 40, '攻擊': 45, '防禦': 65, '特攻': 100, '特防': 120, '速度': 90, '總和': 460}"
123,飛天螳螂,ストライク,Scyther,"['蟲', '飛行']","{'普特': ['蟲之預感', '技術高手'], '夢特': '不屈之心'}","{'HP': 70, '攻擊': 110, '防禦': 80, '特攻': 55, '特防': 80, '速度': 105, '總和': 500}"
124,迷脣姐,ルージュラ,Jynx,"['冰', '超能力']","{'普特': ['遲鈍', '預知夢'], '夢特': '乾燥皮膚'}","{'HP': 65, '攻擊': 50, '防禦': 35, '特攻': 115, '特防': 95, '速度': 95, '總和': 455}"
125,電擊獸,エレブー,Electabuzz,['電'],"{'普特': '靜電', '夢特': '幹勁'}","{'HP': 65, '攻擊': 83, '防禦': 57, '特攻': 95, '特防': 85, '速度': 105, '總和': 490}"
126,鴨嘴火獸,ブーバー,Magmar,['火'],"{'普特': '火焰之軀', '夢特': '幹勁'}","{'HP': 65, '攻擊': 95, '防禦': 57, '特攻': 100, '特防': 85, '速度': 93, '總和': 495}"
127,凱羅斯,カイロス,Pinsir,['蟲'],"{'普特': ['怪力鉗', '破格'], '夢特': '自信過度'}","{'HP': 65, '攻擊': 125, '防禦': 100, '特攻': 55, '特防': 70, '速度': 85, '總和': 500}"
128,肯泰羅,ケンタロス,Tauros,['一般'],"{'普特': ['威嚇', '憤怒穴位'], '夢特': '強行'}","{'HP': 75, '攻擊': 100, '防禦': 95, '特攻': 40, '特防': 70, '速度': 110, '總和': 490}"
129,鯉魚王,コイキング,Magikarp,['水'],"{'普特': '悠遊自如', '夢特': '膽怯'}","{'HP': 20, '攻擊': 10, '防禦': 55, '特攻': 15, '特防': 20, '速度': 80, '總和': 200}"
130,暴鯉龍,ギャラドス,Gyarados,"['水', '飛行']","{'普特': '威嚇', '夢特': '自信過度'}","{'HP': 95, '攻擊': 125, '防禦': 79, '特攻': 60, '特防': 100, '速度': 81, '總和': 540}"
131,拉普拉斯,ラプラス,Lapras,"['水', '冰']","{'普特': ['儲水', '硬殼盔甲'], '夢特': '溼潤之軀'}","{'HP': 130, '攻擊': 85, '防禦': 80, '特攻': 85, '特防': 95, '速度': 60, '總和': 535}"
132,百變怪,メタモン,Ditto,['一般'],"{'普特': '柔軟', '夢特': '變身者'}","{'HP': 48, '攻擊': 48, '防禦': 48, '特攻': 48, '特防': 48, '速度': 48, '總和': 288}"
133,伊布,イーブイ,Eevee,['一般'],"{'普特': ['逃跑', '適應力'], '夢特': '危險預知'}","{'HP': 55, '攻擊': 55, '防禦': 50, '特攻': 45, '特防': 65, '速度': 55, '總和': 325}"
134,水伊布,シャワーズ,Vaporeon,['水'],"{'普特': '儲水', '夢特': '溼潤之軀'}","{'HP': 130, '攻擊': 65, '防禦': 60, '特攻': 110, '特防': 95, '速度': 65, '總和': 525}"
135,雷伊布,サンダース,Jolteon,['電'],"{'普特': '蓄電', '夢特': '飛毛腿'}","{'HP': 65, '攻擊': 65, '防禦': 60, '特攻': 110, '特防': 95, '速度': 130, '總和': 525}"
136,火伊布,ブースター,Flareon,['火'],"{'普特': '引火', '夢特': '毅力'}","{'HP': 65, '攻擊': 130, '防禦': 60, '特攻': 95, '特防': 110, '速度': 65, '總和': 525}"
137,多邊獸,ポリゴン,Porygon,['一般'],"{'普特': ['複製', '下載'], '夢特': '分析'}","{'HP': 65, '攻擊': 60, '防禦': 70, '特攻': 85, '特防': 75, '速度': 40, '總和': 395}"
138,菊石獸,オムナイト,Omanyte,"['岩石', '水']","{'普特': ['悠遊自如', '硬殼盔甲'], '夢特': '碎裂鎧甲'}","{'HP': 35, '攻擊': 40, '防禦': 100, '特攻': 90, '特防': 55, '速度': 35, '總和': 355}"
139,多刺菊石獸,オムスター,Omastar,"['岩石', '水']","{'普特': ['悠遊自如', '硬殼盔甲'], '夢特': '碎裂鎧甲'}","{'HP': 70, '攻擊': 60, '防禦': 125, '特攻': 115, '特防': 70, '速度': 55, '總和': 495}"
140,化石盔,カブト,Kabuto,"['岩石', '水']","{'普特': ['悠遊自如', '戰鬥盔甲'], '夢特': '碎裂鎧甲'}","{'HP': 30, '攻擊': 80, '防禦': 90, '特攻': 55, '特防': 45, '速度': 55, '總和': 355}"
141,鐮刀盔,カブトプス,Kabutops,"['岩石', '水']","{'普特': ['悠遊自如', '戰鬥盔甲'], '夢特': '碎裂鎧甲'}","{'HP': 60, '攻擊': 115, '防禦': 105, '特攻': 65, '特防': 70, '速度': 80, '總和': 495}"
142,化石翼龍,プテラ,Aerodactyl,"['岩石', '飛行']","{'普特': ['堅硬腦袋', '壓迫感'], '夢特': '緊張感'}","{'HP': 80, '攻擊': 105, '防禦': 65, '特攻': 60, '特防': 75, '速度': 130, '總和': 515}"
143,卡比獸,カビゴン,Snorlax,['一般'],"{'普特': ['免疫', '厚脂肪'], '夢特': '貪吃鬼'}","{'HP': 160, '攻擊': 110, '防禦': 65, '特攻': 65, '特防': 110, '速度': 30, '總和': 540}"
144,急凍鳥,フリーザー,Articuno,"['冰', '飛行']","{'普特': '壓迫感', '夢特': '雪隱'}","{'HP': 90, '攻擊': 85, '防禦': 100, '特攻': 95, '特防': 125, '速度': 85, '總和': 580}"
145,閃電鳥,サンダー,Zapdos,"['電', '飛行']","{'普特': '壓迫感', '夢特': '靜電'}","{'HP': 90, '攻擊': 90, '防禦': 85, '特攻': 125, '特防': 90, '速度': 100, '總和': 580}"
146,火焰鳥,ファイヤー,Moltres,"['火', '飛行']","{'普特': '壓迫感', '夢特': '火焰之軀'}","{'HP': 90, '攻擊': 100, '防禦': 90, '特攻': 125, '特防': 85, '速度': 90, '總和': 580}"
147,迷你龍,ミニリュウ,Dratini,['龍'],"{'普特': '蛻皮', '夢特': '神奇鱗片'}","{'HP': 41, '攻擊': 64, '防禦': 45, '特攻': 50, '特防': 50, '速度': 50, '總和': 300}"
148,哈克龍,ハクリュー,Dragonair,['龍'],"{'普特': '蛻皮', '夢特': '神奇鱗片'}","{'HP': 61, '攻擊': 84, '防禦': 65, '特攻': 70, '特防': 70, '速度': 70, '總和': 420}"
149,快龍,カイリュー,Dragonite,"['龍', '飛行']","{'普特': '精神力', '夢特': '多重鱗片'}","{'HP': 91, '攻擊': 134, '防禦': 95, '特攻': 100, '特防': 100, '速度': 80, '總和': 600}"
150,超夢,ミュウツー,Mewtwo,['超能力'],"{'普特': '壓迫感', '夢特': '緊張感'}","{'HP': 106, '攻擊': 110, '防禦': 90, '特攻': 154, '特防': 90, '速度': 130, '總和': 680}"
151,夢幻,ミュウ,Mew,['超能力'],{'普特': '同步'},"{'HP': 100, '攻擊': 100, '防禦': 100, '特攻': 100, '特防': 100, '速度': 100, '總和': 600}"
152,菊草葉,チコリータ,Chikorita,['草'],"{'普特': '茂盛', '夢特': '葉子防守'}","{'HP': 45, '攻擊': 49, '防禦': 65, '特攻': 49, '特防': 65, '速度': 45, '總和': 318}"
153,月桂葉,ベイリーフ,Bayleef,['草'],"{'普特': '茂盛', '夢特': '葉子防守'}","{'HP': 60, '攻擊': 62, '防禦': 80, '特攻': 63, '特防': 80, '速度': 60, '總和': 405}"
154,大竺葵,メガニウム,Meganium,['草'],"{'普特': '茂盛', '夢特': '葉子防守'}","{'HP': 80, '攻擊': 82, '防禦': 100, '特攻': 83, '特防': 100, '速度': 80, '總和': 525}"
155,火球鼠,ヒノアラシ,Cyndaquil,['火'],"{'普特': '猛火', '夢特': '引火'}","{'HP': 39, '攻擊': 52, '防禦': 43, '特攻': 60, '特防': 50, '速度': 65, '總和': 309}"
156,火巖鼠,マグマラシ,Quilava,['火'],"{'普特': '猛火', '夢特': '引火'}","{'HP': 58, '攻擊': 64, '防禦': 58, '特攻': 80, '特防': 65, '速度': 80, '總和': 405}"
157,火暴獸,バクフーン,Typhlosion,['火'],"{'普特': '猛火', '夢特': '引火'}","{'HP': 78, '攻擊': 84, '防禦': 78, '特攻': 109, '特防': 85, '速度': 100, '總和': 534}"
158,小鋸鱷,ワニノコ,Totodile,['水'],"{'普特': '激流', '夢特': '強行'}","{'HP': 50, '攻擊': 65, '防禦': 64, '特攻': 44, '特防': 48, '速度': 43, '總和': 314}"
159,藍鱷,アリゲイツ,Croconaw,['水'],"{'普特': '激流', '夢特': '強行'}","{'HP': 65, '攻擊': 80, '防禦': 80, '特攻': 59, '特防': 63, '速度': 58, '總和': 405}"
160,大力鱷,オーダイル,Feraligatr,['水'],"{'普特': '激流', '夢特': '強行'}","{'HP': 85, '攻擊': 105, '防禦': 100, '特攻': 79, '特防': 83, '速度': 78, '總和': 530}"
161,尾立,オタチ,Sentret,['一般'],"{'普特': ['逃跑', '銳利目光'], '夢特': '察覺'}","{'HP': 35, '攻擊': 46, '防禦': 34, '特攻': 35, '特防': 45, '速度': 20, '總和': 215}"
162,大尾立,オオタチ,Furret,['一般'],"{'普特': ['逃跑', '銳利目光'], '夢特': '察覺'}","{'HP': 85, '攻擊': 76, '防禦': 64, '特攻': 45, '特防': 55, '速度': 90, '總和': 415}"
163,咕咕,ホーホー,Hoothoot,"['一般', '飛行']","{'普特': ['不眠', '銳利目光'], '夢特': '有色眼鏡'}","{'HP': 60, '攻擊': 30, '防禦': 30, '特攻': 36, '特防': 56, '速度': 50, '總和': 262}"
164,貓頭夜鷹,ヨルノズク,Noctowl,"['一般', '飛行']","{'普特': ['不眠', '銳利目光'], '夢特': '有色眼鏡'}","{'HP': 100, '攻擊': 50, '防禦': 50, '特攻': 86, '特防': 96, '速度': 70, '總和': 452}"
165,芭瓢蟲,レディバ,Ledyba,"['蟲', '飛行']","{'普特': ['蟲之預感', '早起'], '夢特': '膽怯'}","{'HP': 40, '攻擊': 20, '防禦': 30, '特攻': 40, '特防': 80, '速度': 55, '總和': 265}"
166,安瓢蟲,レディアン,Ledian,"['蟲', '飛行']","{'普特': ['蟲之預感', '早起'], '夢特': '鐵拳'}","{'HP': 55, '攻擊': 35, '防禦': 50, '特攻': 55, '特防': 110, '速度': 85, '總和': 390}"
167,圓絲蛛,イトマル,Spinarak,"['蟲', '毒']","{'普特': ['蟲之預感', '不眠'], '夢特': '狙擊手'}","{'HP': 40, '攻擊': 60, '防禦': 40, '特攻': 40, '特防': 40, '速度': 30, '總和': 250}"
168,阿利多斯,アリアドス,Ariados,"['蟲', '毒']","{'普特': ['蟲之預感', '不眠'], '夢特': '狙擊手'}","{'HP': 70, '攻擊': 90, '防禦': 70, '特攻': 60, '特防': 70, '速度': 40, '總和': 400}"
169,叉字蝠,クロバット,Crobat,"['毒', '飛行']","{'普特': '精神力', '夢特': '穿透'}","{'HP': 85, '攻擊': 90, '防禦': 80, '特攻': 70, '特防': 80, '速度': 130, '總和': 535}"
170,燈籠魚,チョンチー,Chinchou,"['水', '電']","{'普特': ['蓄電', '發光'], '夢特': '儲水'}","{'HP': 75, '攻擊': 38, '防禦': 38, '特攻': 56, '特防': 56, '速度': 67, '總和': 330}"
171,電燈怪,ランターン,Lanturn,"['水', '電']","{'普特': ['蓄電', '發光'], '夢特': '儲水'}","{'HP': 125, '攻擊': 58, '防禦': 58, '特攻': 76, '特防': 76, '速度': 67, '總和': 460}"
172,皮丘,ピチュー,Pichu,['電'],"{'普特': '靜電', '夢特': '避雷針'}","{'HP': 20, '攻擊': 40, '防禦': 15, '特攻': 35, '特防': 35, '速度': 60, '總和': 205}"
173,皮寶寶,ピィ,Cleffa,['妖精'],"{'普特': ['迷人之軀', '魔法防守'], '夢特': '友情防守'}","{'HP': 50, '攻擊': 25, '防禦': 28, '特攻': 45, '特防': 55, '速度': 15, '總和': 218}"
174,寶寶丁,ププリン,Igglybuff,"['一般', '妖精']","{'普特': ['迷人之軀', '好勝'], '夢特': '友情防守'}","{'HP': 90, '攻擊': 30, '防禦': 15, '特攻': 40, '特防': 20, '速度': 15, '總和': 210}"
175,波克比,トゲピー,Togepi,['妖精'],"{'普特': ['活力', '天恩'], '夢特': '超幸運'}","{'HP': 35, '攻擊': 20, '防禦': 65, '特攻': 40, '特防': 65, '速度': 20, '總和': 245}"
176,波克基古,トゲチック,Togetic,"['妖精', '飛行']","{'普特': ['活力', '天恩'], '夢特': '超幸運'}","{'HP': 55, '攻擊': 40, '防禦': 85, '特攻': 80, '特防': 105, '速度': 40, '總和': 405}"
177,天然雀,ネイティ,Natu,"['超能力', '飛行']","{'普特': ['同步', '早起'], '夢特': '魔法鏡'}","{'HP': 40, '攻擊': 50, '防禦': 45, '特攻': 70, '特防': 45, '速度': 70, '總和': 320}"
178,天然鳥,ネイティオ,Xatu,"['超能力', '飛行']","{'普特': ['同步', '早起'], '夢特': '魔法鏡'}","{'HP': 65, '攻擊': 75, '防禦': 70, '特攻': 95, '特防': 70, '速度': 95, '總和': 470}"
179,咩利羊,メリープ,Mareep,['電'],"{'普特': '靜電', '夢特': '正電'}","{'HP': 55, '攻擊': 40, '防禦': 40, '特攻': 65, '特防': 45, '速度': 35, '總和': 280}"
180,茸茸羊,モココ,Flaaffy,['電'],"{'普特': '靜電', '夢特': '正電'}","{'HP': 70, '攻擊': 55, '防禦': 55, '特攻': 80, '特防': 60, '速度': 45, '總和': 365}"
181,電龍,デンリュウ,Ampharos,['電'],"{'普特': '靜電', '夢特': '正電'}","{'HP': 90, '攻擊': 75, '防禦': 85, '特攻': 115, '特防': 90, '速度': 55, '總和': 510}"
182,美麗花,キレイハナ,Bellossom,['草'],"{'普特': '葉綠素', '夢特': '治癒之心'}","{'HP': 75, '攻擊': 80, '防禦': 95, '特攻': 90, '特防': 100, '速度': 50, '總和': 490}"
183,瑪力露,マリル,Marill,"['水', '妖精']","{'普特': ['厚脂肪', '大力士'], '夢特': '食草'}","{'HP': 70, '攻擊': 20, '防禦': 50, '特攻': 20, '特防': 50, '速度': 40, '總和': 250}"
184,瑪力露麗,マリルリ,Azumarill,"['水', '妖精']","{'普特': ['厚脂肪', '大力士'], '夢特': '食草'}","{'HP': 100, '攻擊': 50, '防禦': 80, '特攻': 60, '特防': 80, '速度': 50, '總和': 420}"
185,樹才怪,ウソッキー,Sudowoodo,['岩石'],"{'普特': ['結實', '堅硬腦袋'], '夢特': '膽怯'}","{'HP': 70, '攻擊': 100, '防禦': 115, '特攻': 30, '特防': 65, '速度': 30, '總和': 410}"
186,蚊香蛙皇,ニョロトノ,Politoed,['水'],"{'普特': ['儲水', '溼氣'], '夢特': '降雨'}","{'HP': 90, '攻擊': 75, '防禦': 75, '特攻': 90, '特防': 100, '速度': 70, '總和': 500}"
187,毽子草,ハネッコ,Hoppip,"['草', '飛行']","{'普特': ['葉綠素', '葉子防守'], '夢特': '穿透'}","{'HP': 35, '攻擊': 35, '防禦': 40, '特攻': 35, '特防': 55, '速度': 50, '總和': 250}"
188,毽子花,ポポッコ,Skiploom,"['草', '飛行']","{'普特': ['葉綠素', '葉子防守'], '夢特': '穿透'}","{'HP': 55, '攻擊': 45, '防禦': 50, '特攻': 45, '特防': 65, '速度': 80, '總和': 340}"
189,毽子棉,ワタッコ,Jumpluff,"['草', '飛行']","{'普特': ['葉綠素', '葉子防守'], '夢特': '穿透'}","{'HP': 75, '攻擊': 55, '防禦': 70, '特攻': 55, '特防': 95, '速度': 110, '總和': 460}"
190,長尾怪手,エイパム,Aipom,['一般'],"{'普特': ['逃跑', '撿拾'], '夢特': '連續攻擊'}","{'HP': 55, '攻擊': 70, '防禦': 55, '特攻': 40, '特防': 55, '速度': 85, '總和': 360}"
191,向日種子,ヒマナッツ,Sunkern,['草'],"{'普特': ['葉綠素', '太陽之力'], '夢特': '早起'}","{'HP': 30, '攻擊': 30, '防禦': 30, '特攻': 30, '特防': 30, '速度': 30, '總和': 180}"
192,向日花怪,キマワリ,Sunflora,['草'],"{'普特': ['葉綠素', '太陽之力'], '夢特': '早起'}","{'HP': 75, '攻擊': 75, '防禦': 55, '特攻': 105, '特防': 85, '速度': 30, '總和': 425}"
193,蜻蜻蜓,ヤンヤンマ,Yanma,"['蟲', '飛行']","{'普特': ['加速', '複眼'], '夢特': '察覺'}","{'HP': 65, '攻擊': 65, '防禦': 45, '特攻': 75, '特防': 45, '速度': 95, '總和': 390}"
194,烏波,ウパー,Wooper,"['水', '地面']","{'普特': ['溼氣', '儲水'], '夢特': '純樸'}","{'HP': 55, '攻擊': 45, '防禦': 45, '特攻': 25, '特防': 25, '速度': 15, '總和': 210}"
195,沼王,ヌオー,Quagsire,"['水', '地面']","{'普特': ['溼氣', '儲水'], '夢特': '純樸'}","{'HP': 95, '攻擊': 85, '防禦': 85, '特攻': 65, '特防': 65, '速度': 35, '總和': 430}"
196,太陽伊布,エーフィ,Espeon,['超能力'],"{'普特': '同步', '夢特': '魔法鏡'}","{'HP': 65, '攻擊': 65, '防禦': 60, '特攻': 130, '特防': 95, '速度': 110, '總和': 525}"
197,月亮伊布,ブラッキー,Umbreon,['惡'],"{'普特': '同步', '夢特': '精神力'}","{'HP': 95, '攻擊': 65, '防禦': 110, '特攻': 60, '特防': 130, '速度': 65, '總和': 525}"
198,黑暗鴉,ヤミカラス,Murkrow,"['惡', '飛行']","{'普特': ['不眠', '超幸運'], '夢特': '惡作劇之心'}","{'HP': 60, '攻擊': 85, '防禦': 42, '特攻': 85, '特防': 42, '速度': 91, '總和': 405}"
199,呆呆王,ヤドキング,Slowking,"['水', '超能力']","{'普特': ['遲鈍', '我行我素'], '夢特': '再生力'}","{'HP': 95, '攻擊': 75, '防禦': 80, '特攻': 100, '特防': 110, '速度': 30, '總和': 490}"
200,夢妖,ムウマ,Misdreavus,['幽靈'],{'普特': '飄浮'},"{'HP': 60, '攻擊': 60, '防禦': 60, '特攻': 85, '特防': 85, '速度': 85, '總和': 435}"
201,未知圖騰,アンノーン,Unown,['超能力'],{'普特': '飄浮'},"{'HP': 48, '攻擊': 72, '防禦': 48, '特攻': 72, '特防': 48, '速度': 48, '總和': 336}"
202,果然翁,ソーナンス,Wobbuffet,['超能力'],"{'普特': '踩影', '夢特': '心靈感應'}","{'HP': 190, '攻擊': 33, '防禦': 58, '特攻': 33, '特防': 58, '速度': 33, '總和': 405}"
203,麒麟奇,キリンリキ,Girafarig,"['一般', '超能力']","{'普特': ['精神力', '早起'], '夢特': '食草'}","{'HP': 70, '攻擊': 80, '防禦': 65, '特攻': 90, '特防': 65, '速度': 85, '總和': 455}"
204,榛果球,クヌギダマ,Pineco,['蟲'],"{'普特': '結實', '夢特': '防塵'}","{'HP': 50, '攻擊': 65, '防禦': 90, '特攻': 35, '特防': 35, '速度': 15, '總和': 290}"
205,佛烈託斯,フォレトス,Forretress,"['蟲', '鋼']","{'普特': '結實', '夢特': '防塵'}","{'HP': 75, '攻擊': 90, '防禦': 140, '特攻': 60, '特防': 60, '速度': 40, '總和': 465}"
206,土龍弟弟,ノコッチ,Dunsparce,['一般'],"{'普特': ['天恩', '逃跑'], '夢特': '膽怯'}","{'HP': 100, '攻擊': 70, '防禦': 70, '特攻': 65, '特防': 65, '速度': 45, '總和': 415}"
207,天蠍,グライガー,Gligar,"['地面', '飛行']","{'普特': ['怪力鉗', '沙隱'], '夢特': '免疫'}","{'HP': 65, '攻擊': 75, '防禦': 105, '特攻': 35, '特防': 65, '速度': 85, '總和': 430}"
208,大鋼蛇,ハガネール,Steelix,"['鋼', '地面']","{'普特': ['堅硬腦袋', '結實'], '夢特': '強行'}","{'HP': 75, '攻擊': 85, '防禦': 200, '特攻': 55, '特防': 65, '速度': 30, '總和': 510}"
209,布魯,ブルー,Snubbull,['妖精'],"{'普特': ['威嚇', '逃跑'], '夢特': '膽怯'}","{'HP': 60, '攻擊': 80, '防禦': 50, '特攻': 40, '特防': 40, '速度': 30, '總和': 300}"
210,布魯皇,グランブル,Granbull,['妖精'],"{'普特': ['威嚇', '飛毛腿'], '夢特': '膽怯'}","{'HP': 90, '攻擊': 120, '防禦': 75, '特攻': 60, '特防': 60, '速度': 45, '總和': 450}"
211,千針魚,ハリーセン,Qwilfish,"['水', '毒']","{'普特': ['毒刺', '悠遊自如'], '夢特': '威嚇'}","{'HP': 65, '攻擊': 95, '防禦': 85, '特攻': 55, '特防': 55, '速度': 85, '總和': 440}"
212,巨鉗螳螂,ハッサム,Scizor,"['蟲', '鋼']","{'普特': ['蟲之預感', '技術高手'], '夢特': '輕金屬'}","{'HP': 70, '攻擊': 130, '防禦': 100, '特攻': 55, '特防': 80, '速度': 65, '總和': 500}"
213,壺壺,ツボツボ,Shuckle,"['蟲', '岩石']","{'普特': ['結實', '貪吃鬼'], '夢特': '唱反調'}","{'HP': 20, '攻擊': 10, '防禦': 230, '特攻': 10, '特防': 230, '速度': 5, '總和': 505}"
214,赫拉克羅斯,ヘラクロス,Heracross,"['蟲', '格鬥']","{'普特': ['蟲之預感', '毅力'], '夢特': '自信過度'}","{'HP': 80, '攻擊': 125, '防禦': 75, '特攻': 40, '特防': 95, '速度': 85, '總和': 500}"
215,狃拉,ニューラ,Sneasel,"['惡', '冰']","{'普特': ['精神力', '銳利目光'], '夢特': '順手牽羊'}","{'HP': 55, '攻擊': 95, '防禦': 55, '特攻': 35, '特防': 75, '速度': 115, '總和': 430}"
216,熊寶寶,ヒメグマ,Teddiursa,['一般'],"{'普特': ['撿拾', '飛毛腿'], '夢特': '採蜜'}","{'HP': 60, '攻擊': 80, '防禦': 50, '特攻': 50, '特防': 50, '速度': 40, '總和': 330}"
217,圈圈熊,リングマ,Ursaring,['一般'],"{'普特': ['毅力', '飛毛腿'], '夢特': '緊張感'}","{'HP': 90, '攻擊': 130, '防禦': 75, '特攻': 75, '特防': 75, '速度': 55, '總和': 500}"
218,熔岩蟲,マグマッグ,Slugma,['火'],"{'普特': ['熔岩鎧甲', '火焰之軀'], '夢特': '碎裂鎧甲'}","{'HP': 40, '攻擊': 40, '防禦': 40, '特攻': 70, '特防': 40, '速度': 20, '總和': 250}"
